scenario,scenario_type,fault_percentage,workload_users,checkout_error,checkout_success,checkout_success_rate,checkout_http_req_duration,iteration_duration_p(95),GRPC_BACKOFF_MULTIPLIER,GRPC_INITIAL_BACKOFF,GRPC_MAX_ATTEMPTS,GRPC_MAX_BACKOFF,normalized_checkout_http_req_duration,normalized_iteration_duration_p(95),checkout_error_rate
retry-checkout-300vu-50f-00009,retry,50,300,823,2177,0.7256666666666667,1693.502504,22890.100152,2.0,1.5,2.0,15.0,0.4171552926229888,0.3435605184644304,0.2743333333333333
retry-checkout-300vu-50f-00010,retry,50,300,427,2573,0.8576666666666667,1593.781835,23702.358998350002,1.0,0.5,3.0,15.0,0.27227972815197976,0.5197194574613853,0.1423333333333333
retry-checkout-300vu-50f-00011,retry,50,300,368,2632,0.8773333333333333,1486.230561,21630.360005199993,1.5,0.5,3.0,15.0,0.11602775264300934,0.07035390622578203,0.1226666666666667
retry-checkout-300vu-50f-00012,retry,50,300,371,2629,0.8763333333333333,1614.913065,24504.149790199997,2.0,0.5,3.0,15.0,0.3029794707922614,0.6936081332505336,0.1236666666666667
retry-checkout-300vu-50f-00013,retry,50,300,394,2606,0.8686666666666667,1700.3216425,24399.710698849995,1.0,1.0,3.0,15.0,0.4270622311674293,0.6709578665225122,0.1313333333333333
retry-checkout-300vu-50f-00014,retry,50,300,366,2634,0.878,1802.7848195000001,25401.588453049997,1.5,1.0,3.0,15.0,0.5759221491185205,0.8882404765890016,0.122
retry-checkout-300vu-50f-00015,retry,50,300,397,2603,0.8676666666666667,1706.466196,23586.56962265,2.0,1.0,3.0,15.0,0.43598912331187345,0.4946075935991567,0.1323333333333333
retry-checkout-300vu-50f-00016,retry,50,300,557,2443,0.8143333333333334,1901.466314,24191.49969705,1.0,1.5,3.0,15.0,0.7192879865311259,0.6258020281719682,0.18566666666666665
retry-checkout-300vu-50f-00017,retry,50,300,383,2617,0.8723333333333333,2004.178342,25703.73932955,1.5,1.5,3.0,15.0,0.8685094386501653,0.9537695601569081,0.1276666666666667
retry-checkout-300vu-50f-00018,retry,50,300,423,2577,0.859,1882.591997,23218.691806349998,2.0,1.5,3.0,15.0,0.6918671182517548,0.41482395554937107,0.14100000000000001
retry-checkout-300vu-50f-00019,retry,50,300,180,2820,0.94,1703.757391,24695.0993103,1.0,0.5,4.0,15.0,0.4320537340154289,0.735020381346013,0.06000000000000005
retry-checkout-300vu-50f-00020,retry,50,300,188,2812,0.9373333333333334,1692.623956,24957.374130599987,1.5,0.5,4.0,15.0,0.41587892596107945,0.7919013304145001,0.06266666666666665
retry-checkout-300vu-50f-00021,retry,50,300,185,2815,0.9383333333333334,1679.037185,23503.7033432,2.0,0.5,4.0,15.0,0.39613987749998925,0.476635938464671,0.06166666666666665
retry-checkout-300vu-50f-00022,retry,50,300,174,2826,0.942,1795.206858,23601.290049299998,1.0,1.0,4.0,15.0,0.564912782044859,0.49780009159643757,0.05800000000000005
retry-checkout-300vu-50f-00023,retry,50,300,192,2808,0.936,1896.351958,25116.184118949997,1.5,1.0,4.0,15.0,0.7118577795355662,0.8263433056242128,0.06399999999999995
retry-checkout-300vu-50f-00024,retry,50,300,183,2817,0.939,1913.103329,24809.560536249995,2.0,1.0,4.0,15.0,0.7361944025609122,0.7598442022378983,0.061000000000000054
retry-checkout-300vu-50f-00025,retry,50,300,264,2736,0.912,2014.180942,24002.50163069998,1.0,1.5,4.0,15.0,0.8830413540064262,0.5848130023333385,0.08799999999999997
retry-checkout-300vu-50f-00026,retry,50,300,179,2821,0.9403333333333334,1879.265588,22708.455509299994,1.5,1.5,4.0,15.0,0.6870344653386818,0.3041662691111576,0.059666666666666646
retry-checkout-300vu-50f-00027,retry,50,300,185,2815,0.9383333333333334,2091.171532,24877.991516649992,2.0,1.5,4.0,15.0,0.9948943459393825,0.7746851965292556,0.06166666666666665
retry-checkout-300vu-50f-00028,retry,50,300,109,2891,0.9636666666666667,1717.453522,25448.11177069999,1.0,0.5,5.0,15.0,0.4519516621941285,0.8983302383843563,0.03633333333333333
retry-checkout-300vu-50f-00029,retry,50,300,87,2913,0.971,1695.952078,23802.74628485,1.5,0.5,5.0,15.0,0.42071406754419904,0.5414909875076124,0.029000000000000026
retry-checkout-300vu-50f-00030,retry,50,300,89,2911,0.9703333333333334,1793.864205,24290.78604115,2.0,0.5,5.0,15.0,0.5629621572324274,0.6473347909262763,0.02966666666666662
retry-checkout-300vu-50f-00031,retry,50,300,100,2900,0.9666666666666667,1813.2854925000001,24396.82939735,1.0,1.0,5.0,15.0,0.5911776718045996,0.6703329831895081,0.033333333333333326
retry-checkout-300vu-50f-00032,retry,50,300,73,2927,0.9756666666666667,1819.575133,23653.26275364999,1.5,1.0,5.0,15.0,0.6003153483454299,0.5090716911564033,0.024333333333333318
retry-checkout-300vu-50f-00033,retry,50,300,81,2919,0.973,1880.777563,23668.92992369999,2.0,1.0,5.0,15.0,0.6892310834900409,0.5124695144802058,0.027000000000000024
retry-checkout-300vu-50f-00034,retry,50,300,93,2907,0.969,2094.685853,24592.78223755,1.0,1.5,5.0,15.0,1.0,0.712830328190042,0.031000000000000028
retry-checkout-300vu-50f-00035,retry,50,300,72,2928,0.976,1997.655865,23898.422590349997,1.5,1.5,5.0,15.0,0.8590334940280512,0.5622408217996794,0.02400000000000002
baseline-300vu-25f-00001,baseline,25,300,756,2244,0.748,1307.1058014999999,20802.5575778,0.0,0.0,0.0,0.0,0.0,0.0,0.252
baseline-300vu-50f-00001,baseline,50,300,1538,1462,0.48733333333333334,1503.2980200000002,24201.2083333,0.0,0.0,0.0,0.0,0.0,0.0,0.5126666666666666
baseline-300vu-75f-00001,baseline,75,300,2251,749,0.24966666666666668,1289.053701,20801.012222049998,0.0,0.0,0.0,0.0,0.0,0.0,0.7503333333333333
baseline-400vu-25f-00001,baseline,25,400,727,2273,0.7576666666666667,1895.75883,32918.616206299994,0.0,0.0,0.0,0.0,0.0,0.0,0.2423333333333333
baseline-400vu-50f-00001,baseline,50,400,1517,1483,0.49433333333333335,1809.148309,29090.750381949998,0.0,0.0,0.0,0.0,0.0,0.0,0.5056666666666667
baseline-400vu-75f-00001,baseline,75,400,2252,748,0.24933333333333332,1693.0251210000001,31921.496052349998,0.0,0.0,0.0,0.0,0.0,0.0,0.7506666666666667
baseline-500vu-25f-00001,baseline,25,500,764,2236,0.7453333333333333,2110.2584175,34962.982232149996,0.0,0.0,0.0,0.0,0.0,0.0,0.2546666666666667
baseline-500vu-50f-00001,baseline,50,500,1486,1514,0.5046666666666667,2112.9652595,37482.0202104,0.0,0.0,0.0,0.0,0.0,0.0,0.4953333333333333
baseline-500vu-75f-00001,baseline,75,500,2247,753,0.251,2009.791721,35684.33631409999,0.0,0.0,0.0,0.0,0.0,0.0,0.749
